Distance_(pixels),Gray_Value
946,9550.000
947,9527.571
948,9493.286
949,9493.571
950,9550.571
951,9637.000
952,9727.286
953,9754.000
954,9761.714
955,9778.429
956,9782.286
957,9772.714
958,9764.000
959,9716.286
960,9661.286
961,9588.429
962,9578.000
963,9585.143
964,9625.286
965,9644.000
966,9675.571
967,9723.571
968,9753.286
969,9752.857
970,9736.429
971,9745.000
972,9770.429
973,9755.143
974,9789.143
975,9766.857
976,9721.571
977,9693.286
978,9710.000
979,9739.714
980,9745.000
981,9777.714
982,9824.571
983,9871.429
984,9893.429
985,9907.429
986,9924.714
987,9933.714
988,9892.143
989,9735.000
990,9491.857
991,9211.143
992,9025.429
993,9008.714
994,9052.000
995,9191.143
996,9387.429
997,9558.571
998,9690.571
999,9740.857
1000,9738.857
1001,9695.714
1002,9651.714
1003,9614.714
1004,9606.571
1005,9636.429
1006,9689.143
1007,9769.143
1008,9863.000
1009,9911.571
1010,9903.571
1011,9826.143
1012,9682.857
1013,9500.286
1014,9395.000
1015,9394.286
1016,9408.286
1017,9486.714
1018,9620.714
1019,9736.286
1020,9787.429
1021,9808.714
1022,9826.571
1023,9823.143
1024,9803.571
1025,9715.429
1026,9611.143
1027,9548.286
1028,9457.000
1029,9362.571
1030,9333.714
1031,9309.571
1032,9271.429
1033,9297.286
1034,9369.857
1035,9420.143
1036,9340.571
1037,9169.714
1038,8964.857
1039,8815.857
1040,8771.143
1041,8861.857
1042,9040.143
1043,9290.000
1044,9475.429
1045,9555.714
1046,9621.714
1047,9644.143
1048,9676.857
1049,9717.143
1050,9752.429
1051,9775.571
1052,9803.857
1053,9795.714
1054,9779.429
1055,9826.571
1056,9836.429
1057,9795.714
1058,9740.286
1059,9657.714
1060,9579.143
1061,9573.000
1062,9586.714
1063,9618.143
1064,9723.714
1065,9769.571
1066,9799.286
1067,9815.571
1068,9808.143
1069,9836.857
1070,9856.000
1071,9869.000
1072,9872.857
1073,9868.429
1074,9881.857
1075,9837.000
1076,9782.000
1077,9718.143
1078,9634.429
1079,9593.429
1080,9585.714
1081,9596.714
1082,9645.857
1083,9719.714
1084,9819.143
1085,9883.429
1086,9920.286
1087,9963.429
1088,9968.143
1089,9931.286
1090,9942.429
1091,9944.857
1092,9939.286
1093,9932.429
1094,9885.714
1095,9855.571
1096,9838.429
1097,9790.286
1098,9792.286
1099,9835.000
1100,9882.429
1101,9911.714
1102,9914.286
1103,9913.857
1104,9935.000
1105,9906.286
1106,9911.143
1107,9920.571
1108,9909.000
1109,9918.571
1110,9886.286
1111,9865.571
1112,9863.857
1113,9861.000
1114,9816.571
1115,9762.429
1116,9680.429
1117,9602.571
1118,9560.143
1119,9589.857
1120,9622.571
1121,9642.571
1122,9685.857
1123,9719.714
1124,9674.857
1125,9605.143
1126,9447.143
1127,9135.714
1128,8602.714
1129,7963.286
1130,7385.714
1131,7086.143
1132,7171.429
1133,7583.000
1134,8166.000
1135,8733.714
1136,9141.000
1137,9366.143
1138,9443.429
1139,9390.714
1140,9397.857
1141,9434.286
1142,9444.857
1143,9501.857
1144,9494.143
1145,9398.143
1146,9148.000
1147,8708.143
1148,8210.429
1149,7729.143
1150,7419.571
1151,7383.286
1152,7544.714
1153,7891.714
1154,8307.714
1155,8647.429
1156,8889.143
1157,9103.714
1158,9235.857
1159,9288.429
1160,9264.429
1161,9100.714
1162,8803.000
1163,8479.286
1164,8270.429
1165,8277.429
1166,8477.714
1167,8784.714
1168,9157.857
1169,9464.857
1170,9627.000
1171,9734.143
1172,9810.857
1173,9817.571
1174,9796.429
1175,9766.857
1176,9713.143
1177,9633.143
1178,9539.857
1179,9486.286
1180,9476.857
1181,9500.714
1182,9529.143
1183,9548.286
1184,9573.857
1185,9629.429
1186,9692.429
1187,9737.857
1188,9798.143
1189,9884.714
1190,9927.286
1191,9953.429
1192,9969.571
1193,9949.143
1194,9950.714
1195,9933.429
1196,9924.857
1197,9903.286
1198,9896.714
1199,9877.714
1200,9857.714
1201,9816.000
1202,9741.000
1203,9681.571
1204,9652.857
1205,9646.286
1206,9636.286
1207,9653.143
1208,9661.714
1209,9654.714
1210,9643.571
1211,9625.571
1212,9611.286
1213,9631.000
1214,9652.429
1215,9635.714
1216,9610.000
1217,9566.571
1218,9539.286
1219,9468.143
1220,9410.429
1221,9300.857
1222,9128.000
1223,8896.286
1224,8532.286
1225,7943.429
1226,7189.857
1227,6530.000
1228,6132.571
1229,6154.571
1230,6601.429
1231,7286.286
1232,8007.000
1233,8594.286
1234,8984.286
1235,9201.857
1236,9294.429
1237,9365.143
1238,9381.714
1239,9410.714
1240,9402.000
1241,9401.571
1242,9367.429
1243,9257.000
1244,9105.000
1245,8879.857
1246,8598.857
1247,8326.857
1248,8153.000
1249,8168.429
1250,8297.286
1251,8465.714
1252,8662.714
1253,8847.000
1254,8953.143
1255,9032.286
1256,9120.714
