Distance_(pixels),Gray_Value
659,8131.429
660,7961.143
661,7877.143
662,7896.429
663,7989.286
664,8133.429
665,8239.571
666,8260.286
667,8237.286
668,8228.143
669,8243.429
670,8281.714
671,8308.000
672,8342.714
673,8369.571
674,8357.000
675,8351.286
676,8366.000
677,8356.143
678,8324.857
679,8259.857
680,8117.857
681,7909.571
682,7755.000
683,7708.714
684,7744.571
685,7804.857
686,7971.000
687,8159.714
688,8236.857
689,8235.286
690,8146.286
691,8014.000
692,7882.143
693,7760.429
694,7676.000
695,7678.857
696,7774.000
697,7910.714
698,8061.286
699,8197.429
700,8298.571
701,8360.571
702,8380.571
703,8370.571
704,8370.857
705,8385.714
706,8384.000
707,8392.429
708,8423.571
709,8448.000
710,8458.286
711,8454.286
712,8434.143
713,8410.286
714,8382.000
715,8343.571
716,8321.714
717,8324.143
718,8331.000
719,8352.571
720,8346.286
721,8308.429
722,8253.714
723,8167.143
724,8083.571
725,8013.571
726,7969.714
727,7943.714
728,7960.000
729,7993.714
730,8032.571
731,8021.857
732,7997.143
733,8001.143
734,7974.000
735,7967.857
736,7971.286
737,7958.286
738,7947.429
739,7948.143
740,7924.286
741,7889.000
742,7844.571
743,7708.857
744,7474.286
745,7111.571
746,6618.571
747,6035.286
748,5500.714
749,5167.000
750,5151.286
751,5431.000
752,5907.714
753,6508.000
754,7082.286
755,7506.571
756,7776.143
757,7955.857
758,8039.857
759,8045.857
760,7992.286
761,7862.429
762,7730.714
763,7704.429
764,7753.286
765,7840.857
766,7980.571
767,8140.429
768,8191.429
769,8168.143
770,8166.000
771,8103.000
772,7972.571
773,7784.286
774,7479.286
775,7034.857
776,6499.857
777,5973.143
778,5663.571
779,5672.286
780,5970.000
781,6381.143
782,6775.143
783,7015.429
784,7118.143
785,7186.571
786,7324.571
787,7493.714
788,7655.143
789,7774.429
790,7823.143
791,7831.571
792,7813.714
793,7798.857
794,7820.714
795,7831.571
796,7833.000
797,7861.857
798,7876.286
799,7906.571
800,7919.429
801,7918.571
802,7942.286
803,7927.714
804,7902.857
805,7871.571
806,7835.571
807,7868.429
808,7921.857
809,7980.857
810,8026.429
811,8039.286
812,8031.143
813,8009.286
814,8011.429
815,8031.286
816,8095.857
817,8181.286
818,8276.429
819,8333.857
820,8384.714
821,8436.714
822,8437.571
823,8425.714
824,8414.000
825,8378.429
826,8366.714
827,8379.429
828,8387.571
829,8416.286
830,8427.714
831,8428.143
832,8461.286
833,8516.714
