Distance_(pixels),Gray_Value
975,10070.857
976,10065.714
977,10012.143
978,9985.286
979,9971.143
980,9963.000
981,10004.857
982,10041.000
983,10065.286
984,10122.286
985,10160.429
986,10164.000
987,10170.571
988,10133.286
989,9993.714
990,9752.000
991,9487.286
992,9286.429
993,9262.143
994,9317.857
995,9450.286
996,9677.286
997,9850.714
998,9959.000
999,10003.143
1000,10010.857
1001,10015.286
1002,9966.000
1003,9920.429
1004,9899.714
1005,9917.286
1006,9987.429
1007,10075.143
1008,10168.714
1009,10244.857
1010,10237.857
1011,10157.000
1012,10038.714
1013,9841.714
1014,9707.000
1015,9671.286
1016,9707.857
1017,9820.143
1018,9955.000
1019,10065.143
1020,10142.286
1021,10206.286
1022,10227.571
1023,10197.286
1024,10156.143
1025,10088.571
1026,10003.857
1027,9895.000
1028,9807.857
1029,9723.571
1030,9651.571
1031,9621.429
1032,9631.143
1033,9655.857
1034,9696.429
1035,9735.429
1036,9689.000
1037,9502.286
1038,9286.714
1039,9137.000
1040,9110.000
1041,9204.429
1042,9375.143
1043,9583.857
1044,9773.857
1045,9892.429
1046,9939.571
1047,9961.143
1048,10009.286
1049,10047.714
1050,10062.000
1051,10098.143
1052,10120.286
1053,10111.714
1054,10137.857
1055,10167.714
1056,10153.714
1057,10121.000
1058,10087.000
1059,10014.286
1060,9934.571
1061,9897.857
1062,9885.714
1063,9961.714
1064,10027.857
1065,10089.143
1066,10106.429
1067,10132.143
1068,10147.000
1069,10148.714
1070,10147.857
1071,10138.714
1072,10161.286
1073,10172.286
1074,10164.714
1075,10134.286
1076,10110.857
1077,10072.000
1078,9976.571
1079,9913.429
1080,9863.143
1081,9884.714
1082,9958.571
1083,10034.143
1084,10131.286
1085,10215.143
1086,10259.429
1087,10311.143
1088,10314.286
1089,10284.714
1090,10313.857
1091,10334.429
1092,10327.714
1093,10306.571
1094,10254.429
1095,10206.143
1096,10172.286
1097,10149.000
1098,10173.286
1099,10176.000
1100,10207.714
1101,10247.429
1102,10288.000
1103,10297.571
1104,10311.571
1105,10304.714
1106,10259.143
1107,10259.000
1108,10257.714
1109,10251.857
1110,10248.286
1111,10214.143
1112,10186.143
1113,10174.143
1114,10147.286
1115,10109.286
1116,10013.714
1117,9911.571
1118,9874.143
1119,9892.714
1120,9918.857
1121,9947.000
1122,10018.143
1123,10024.857
1124,9983.143
1125,9939.429
1126,9786.286
1127,9474.286
1128,8973.857
1129,8315.143
1130,7744.857
1131,7449.714
1132,7525.571
1133,7921.714
1134,8511.429
1135,9066.714
1136,9485.000
1137,9719.143
1138,9782.000
1139,9738.000
1140,9727.714
1141,9758.429
1142,9769.286
1143,9823.000
1144,9863.143
1145,9738.000
1146,9477.714
1147,9034.000
1148,8504.857
1149,8052.857
1150,7754.857
1151,7697.000
1152,7846.714
1153,8193.000
1154,8612.429
1155,8930.571
1156,9204.429
1157,9395.429
1158,9525.857
1159,9578.571
1160,9561.857
1161,9408.143
1162,9112.571
1163,8785.571
1164,8565.286
1165,8553.429
1166,8766.571
1167,9098.429
1168,9444.714
1169,9728.571
1170,9887.714
1171,9972.857
1172,10059.429
1173,10123.571
1174,10095.143
1175,10040.571
1176,9992.286
1177,9876.000
1178,9759.429
1179,9712.000
1180,9704.429
1181,9703.714
1182,9756.429
1183,9785.143
1184,9814.429
1185,9849.571
1186,9927.286
1187,9996.000
1188,10042.571
1189,10107.714
1190,10202.571
1191,10248.429
1192,10229.714
1193,10222.143
1194,10247.571
1195,10252.286
1196,10248.571
1197,10208.000
1198,10191.286
1199,10165.857
1200,10171.857
1201,10143.857
1202,10092.143
1203,10055.714
1204,10015.571
1205,9994.143
1206,9992.000
1207,10018.143
1208,10042.714
1209,10032.857
1210,10007.143
1211,9997.857
1212,10013.286
1213,10013.429
1214,10001.000
1215,10005.571
1216,9995.571
1217,9977.571
1218,9940.429
1219,9903.286
1220,9788.286
1221,9689.571
1222,9511.429
1223,9243.857
1224,8859.143
1225,8267.143
1226,7508.429
1227,6831.143
1228,6424.857
1229,6440.000
1230,6905.286
1231,7595.000
1232,8317.000
1233,8909.286
1234,9315.571
1235,9517.143
1236,9616.286
1237,9637.143
1238,9651.286
1239,9664.286
1240,9675.286
1241,9656.857
1242,9589.571
1243,9506.857
1244,9383.143
1245,9161.000
1246,8896.857
1247,8645.286
1248,8495.143
1249,8466.857
1250,8579.571
1251,8747.143
1252,8938.286
1253,9155.571
1254,9314.714
1255,9355.143
1256,9377.571
1257,9408.429
1258,9427.429
1259,9386.286
1260,9316.429
1261,9180.286
1262,9005.143
1263,8883.857
1264,8876.857
1265,9010.429
1266,9133.143
1267,9248.429
1268,9361.143
1269,9341.429
1270,9285.286
1271,9274.000
1272,9239.429
1273,9259.714
1274,9327.143
1275,9399.571
1276,9462.000
1277,9486.000
1278,9464.714
1279,9433.429
1280,9387.286
1281,9365.571
1282,9352.857
1283,9345.714
1284,9384.286
1285,9463.857
1286,9523.429
1287,9563.429
1288,9576.857
1289,9580.857
1290,9604.857
1291,9607.000
1292,9573.714
1293,9529.000
1294,9506.000
1295,9422.857
1296,9305.714
1297,9221.714
1298,9152.857
1299,9095.429
1300,9150.571
1301,9229.429
1302,9278.000
1303,9371.571
1304,9405.714
1305,9391.571
1306,9383.429
1307,9315.571
1308,9207.857
1309,9118.143
1310,9093.143
1311,9134.857
1312,9172.857
1313,9243.000
1314,9311.143
1315,9351.000
1316,9390.571
1317,9386.000
1318,9405.000
1319,9393.714
1320,9387.000
1321,9347.571
1322,9306.429
1323,9316.429
1324,9314.000
1325,9330.714
1326,9361.714
1327,9369.571
1328,9396.286
1329,9419.000
1330,9431.000
1331,9469.571
1332,9477.714
1333,9486.857
1334,9467.429
1335,9452.286
1336,9491.143
1337,9489.429
1338,9512.000
1339,9546.571
1340,9543.714
1341,9546.857
1342,9554.143
1343,9535.286
1344,9535.000
1345,9459.143
1346,9331.714
1347,9211.143
1348,9107.429
1349,9125.857
1350,9224.000
1351,9349.000
1352,9477.714
1353,9617.857
1354,9702.571
1355,9758.000
1356,9787.143
1357,9731.286
1358,9613.429
1359,9365.714
1360,8974.143
1361,8394.000
1362,7703.714
1363,7244.143
1364,7283.000
1365,7680.571
1366,8294.857
1367,8928.286
1368,9432.857
1369,9768.714
1370,9929.286
1371,10022.286
1372,10059.143
1373,10074.429
1374,10056.571
1375,10019.286
1376,9948.429
1377,9908.286
1378,9863.857
1379,9833.857
1380,9837.429
1381,9842.429
1382,9836.571
1383,9831.286
1384,9881.143
1385,9935.571
1386,9973.857
1387,10021.429
1388,10049.571
1389,10047.429
1390,10019.143
1391,9943.571
1392,9924.571
1393,9864.286
1394,9783.286
1395,9772.857
1396,9791.143
1397,9781.143
1398,9761.286
1399,9823.714
1400,9855.000
1401,9889.143
1402,9956.714
1403,10040.143
1404,10111.571
1405,10132.429
1406,10104.857
1407,10002.143
1408,9919.143
1409,9849.571
1410,9859.714
1411,9890.857
1412,9929.000
1413,9923.857
1414,9924.571
1415,9997.286
1416,10088.714
1417,10111.714
1418,10131.571
1419,10198.429
1420,10251.714
1421,10261.714
1422,10254.143
1423,10243.000
1424,10222.143
1425,10198.714
1426,10131.857
1427,10108.857
1428,10141.143
1429,10148.714
1430,10125.000
1431,10118.714
1432,10141.429
1433,10155.429
1434,10175.714
1435,10173.143
1436,10186.143
1437,10193.143
1438,10168.857
1439,10164.429
1440,10166.571
1441,10157.429
1442,10140.286
1443,10136.429
1444,10113.571
1445,10095.571
1446,10088.429
1447,10040.714
1448,10021.143
1449,10018.286
1450,9995.429
1451,9957.286
